Factor Year,Factor Number,Factor Date,Customer ID,Order ID,Start of rental,End of rental,Machine ID,Product Group,Product Category,Amount,Row Reason,Days Sold,Warehouse Unit,Sales Quantity,Sales Unit,Month
2021,IT  007738,2021/12/16,cust14,2021/ON  008784,2021-11-02,2021-12-09,S675,Vertical Lifts,Electric Vertical Lifts,325.0,ADN,5.0,GG,5.0,GG,11.0
2021,IT  007828,2021/12/20,cust194,2021/ON  009520,2021-11-23,2021-12-20,S739,Rotating Boom Lifts,Articulated Electric Boom Lifts,450.0,ADN,5.0,GG,5.0,GG,11.0
2021,IT  007829,2021/12/20,cust194,2021/ON  007901,2021-10-05,2021-12-20,T93,Telehandlers,Rotating Telehandlers,675.0,ADN,5.0,GG,5.0,GG,10.0
2021,IT  007830,2021/12/20,cust281,2021/ON  009119,2021-11-11,2021-12-16,S21,Rotating Boom Lifts,Articulated Electric Boom Lifts,750.0,ADN,5.0,GG,5.0,GG,11.0
2021,IT  007843,2021/12/20,cust435,2021/ON  010045,2021-12-09,2021-12-20,S665,Rotating Boom Lifts,Spider Boom Lifts,600.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007862,2021/12/21,cust69,2021/ON  009883,2021-12-02,2021-12-13,S290,Rotating Boom Lifts,Articulated Electric Boom Lifts,500.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007867,2021/12/21,cust406,2021/ON  010028,2021-12-07,2021-12-20,T131,Telehandlers,Rotating Telehandlers,700.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007872,2021/12/21,cust87,2021/ON  010046,2021-12-13,2021-12-20,P102,Truck Mounted Platforms,Truck Mounted Articulated Platforms,925.0,ADN,5.0,GG,5.0,GG,12.0
2021,IA  000387,2021/12/14,cust436,2021/ON  009995,2021-12-09,2021-12-15,P120,Truck Mounted Platforms,Truck Mounted Articulated Platforms,650.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007971,2021/12/27,cust437,2021/ON  010371,2021-12-17,2021-12-23,P106,Truck Mounted Platforms,Truck Mounted Articulated Platforms,850.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007983,2021/12/27,cust215,2021/ON  009905,2021-12-14,2021-12-23,T91,Telehandlers,Rotating Telehandlers,800.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  007972,2021/12/27,cust438,2021/ON  010197,2021-12-13,2021-12-20,P105,Truck Mounted Platforms,Truck Mounted Articulated Platforms,750.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008023,2021/12/27,cust150,2021/ON  010493,2021-12-24,2022-01-11,S167,Rotating Boom Lifts,Articulated Diesel Boom Lifts,475.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008045,2021/12/27,cust439,2021/ON  010005,2021-12-13,2021-12-27,S671,Rotating Boom Lifts,Spider Boom Lifts,750.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008112,2021/12/27,cust14,2021/ON  009048,2021-12-06,2022-02-03,S484,Vertical Lifts,Electric Vertical Lifts,155.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008097,2021/12/27,cust440,2021/ON  010474,2021-12-26,2022-03-18,CLI1064,Vertical Lifts,Electric Vertical Lifts,175.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008098,2021/12/27,cust440,2021/ON  010475,2021-12-26,2023-03-31,S494,Vertical Lifts,Electric Vertical Lifts,75.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008099,2021/12/27,cust440,2021/ON  010476,2021-12-26,2022-05-18,S529,Vertical Lifts,Electric Vertical Lifts,75.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008100,2021/12/27,cust440,2021/ON  010477,2021-12-26,2022-03-11,S612,Vertical Lifts,Electric Vertical Lifts,125.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008101,2021/12/27,cust440,2021/ON  010478,2021-12-26,2023-03-31,S183,Rotating Boom Lifts,Articulated Electric Boom Lifts,321.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008102,2021/12/27,cust440,2021/ON  010479,2021-12-26,2023-03-31,S212,Rotating Boom Lifts,Articulated Electric Boom Lifts,250.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008103,2021/12/27,cust440,2021/ON  010480,2021-12-26,2023-03-31,S341,Rotating Boom Lifts,Articulated Electric Boom Lifts,321.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008104,2021/12/27,cust440,2021/ON  010481,2021-12-26,2023-03-31,S426,Rotating Boom Lifts,Articulated Electric Boom Lifts,250.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008105,2021/12/27,cust440,2021/ON  010482,2021-12-26,2023-03-31,S559,Rotating Boom Lifts,Articulated Electric Boom Lifts,550.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008156,2021/12/27,cust15,2021/CC  002974,2021-12-27,2023-09-06,S528,Vertical Lifts,Electric Vertical Lifts,100.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008184,2021/12/28,cust176,2021/ON  010255,2021-12-17,2021-12-30,CLI0968,Vertical Lifts,Electric Vertical Lifts,250.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008200,2021/12/28,cust343,2021/ON  010431,2021-12-21,2021-12-28,S602,Vertical Lifts,Electric Vertical Lifts,190.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008220,2021/12/29,cust71,2021/ON  009823,2021-12-21,2021-12-29,S663,Rotating Boom Lifts,Spider Boom Lifts,550.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008237,2021/12/29,cust441,2021/ON  010401,2021-12-27,2022-01-14,S288,Rotating Boom Lifts,Articulated Electric Boom Lifts,600.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008281,2021/12/31,cust389,2021/ON  009627,2021-12-23,2021-12-30,G06,Truck Cranes,Truck Cranes,4200.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008292,2021/12/31,cust91,2021/ON  010023,2021-12-20,2021-12-30,S670,Rotating Boom Lifts,Spider Boom Lifts,1250.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008291,2021/12/31,cust268,2021/ON  009982,2021-12-17,2021-12-30,S297,Rotating Boom Lifts,Articulated Diesel Boom Lifts,450.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008301,2021/12/31,cust145,2021/ON  010491,2021-12-27,2021-12-31,S676,Rotating Boom Lifts,Hybrid Articulated Boom Lifts,550.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008318,2021/12/31,cust206,2021/ON  010487,2021-12-23,2022-01-04,S338,Rotating Boom Lifts,Articulated Electric Boom Lifts,350.0,ADN,5.0,GG,5.0,GG,12.0
2021,IT  008365,2021/12/31,cust09,2021/ON  004082,2021-05-24,2022-02-09,A203,Rent Outfitted,Rent Outfitted,266.65,ADS,5.0,GG,5.0,GG,5.0
2021,IT  003857,2021/06/30,cust442,2021/ON  005182,2021-06-25,2021-06-30,S662,Machines with Operator,Machines with Operator,3780.0,ADN,4.5,GG,42.0,H,6.0
2021,IT  004349,2021/07/31,cust69,2021/ON  005864,2021-07-19,2021-07-28,P100,Machines with Operator,Machines with Operator,4180.0,ADN,4.5,H,44.0,H,7.0
2021,IT  007569,2021/11/30,cust129,2021/ON  008940,2021-11-24,2021-12-20,P61,Machines with Operator,Machines with Operator,4500.0,ADN,4.5,H,4.5,GG,11.0
2021,IA  000006,2021/01/12,cust443,2021/ON  000144,2021-01-12,2021-01-18,CLI0945,Rotating Boom Lifts,Spider Boom Lifts,1024.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000014,2021/01/15,cust309,2020/ON  008743,2020-11-25,2021-01-11,S651,Vertical Lifts,Electric Vertical Lifts,180.0,ADN,4.0,GG,4.0,GG,11.0
2021,IT  000024,2021/01/15,cust257,2020/ON  009810,2020-12-18,2021-01-08,S614,Vertical Lifts,Electric Vertical Lifts,200.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000030,2021/01/15,cust327,2020/ON  009404,2020-12-10,2021-01-11,S649,Vertical Lifts,Electric Vertical Lifts,140.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000032,2021/01/15,cust167,2020/ON  008429,2020-11-11,2021-01-11,S588,Vertical Lifts,Electric Vertical Lifts,120.0,ADN,4.0,GG,4.0,GG,11.0
2021,IT  000052,2021/01/15,cust110,2020/ON  008089,2020-11-03,2021-01-04,A212,Rent Outfitted,Rent Outfitted,153.36,ADS,4.0,GG,4.0,GG,11.0
2021,IT  000066,2021/01/15,cust58,2020/ON  009976,2020-12-24,2021-01-12,S84,Rotating Boom Lifts,Articulated Electric Boom Lifts,400.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000068,2021/01/15,cust224,2020/ON  009756,2020-12-22,2021-01-12,CLI1046,Vertical Lifts,Electric Vertical Lifts,180.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000069,2021/01/15,cust224,2020/ON  010003,2020-12-24,2021-01-12,S655,Vertical Lifts,Electric Vertical Lifts,180.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000081,2021/01/15,cust337,2020/ON  010061,2020-12-29,2021-01-08,S476,Vertical Lifts,Electric Vertical Lifts,304.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000097,2021/01/18,cust71,2020/ON  009806,2020-12-22,2021-01-13,S172,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,420.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000098,2021/01/18,cust71,2020/ON  009805,2020-12-22,2021-01-13,CLI1085,Rotating Boom Lifts,Articulated Diesel Boom Lifts,420.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000118,2021/01/18,cust108,2020/ON  009207,2020-12-02,2021-01-15,S509,Vertical Lifts,Electric Vertical Lifts,120.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000119,2021/01/18,cust108,2020/ON  009208,2020-12-02,2021-01-15,CLI1079,Vertical Lifts,Electric Vertical Lifts,120.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000128,2021/01/18,cust221,2020/ON  009542,2020-12-18,2021-01-14,S315,Rotating Boom Lifts,Articulated Electric Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000130,2021/01/18,cust221,2020/ON  009301,2020-12-09,2021-01-14,T129,Telehandlers,Rotating Telehandlers,520.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000140,2021/01/21,cust38,2021/ON  000014,2021-01-11,2021-01-19,S575,Vertical Lifts,Electric Vertical Lifts,160.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000144,2021/01/21,cust444,2021/ON  000250,2021-01-13,2021-01-18,CLI0902,Truck Mounted Platforms,Truck Mounted Articulated Platforms,480.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000155,2021/01/21,cust221,2020/ON  009543,2020-12-18,2021-01-14,S369,Rotating Boom Lifts,Articulated Electric Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,12.0
2021,IT  000190,2021/01/22,cust158,2020/ON  010085,2021-01-07,2021-01-21,S262,Rotating Boom Lifts,Articulated Diesel Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000205,2021/01/26,cust229,2021/ON  000332,2021-01-15,2021-01-22,T122,Telehandlers,Fixed Telehandlers,640.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000208,2021/01/26,cust306,2021/ON  000282,2021-01-18,2021-01-22,S655,Vertical Lifts,Electric Vertical Lifts,160.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000231,2021/01/28,cust14,2020/ON  004414,2020-07-30,2021-01-27,S427,Rotating Boom Lifts,Articulated Electric Boom Lifts,320.0,ADN,4.0,GG,4.0,GG,7.0
2021,IT  000259,2021/01/31,cust197,2021/ON  000501,2021-01-20,2021-01-29,S366,Rotating Boom Lifts,Articulated Diesel Boom Lifts,600.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000282,2021/01/31,cust220,2021/ON  000603,2021-01-26,2021-03-13,S473,Vertical Lifts,Electric Vertical Lifts,100.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000298,2021/01/31,cust199,2021/ON  000690,2021-01-26,2021-02-10,S588,Vertical Lifts,Electric Vertical Lifts,100.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000310,2021/01/31,cust287,2021/ON  000613,2021-01-26,2021-02-19,T129,Telehandlers,Rotating Telehandlers,800.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000309,2021/01/31,cust445,2021/ON  000631,2021-01-25,2021-02-01,S483,Vertical Lifts,Electric Vertical Lifts,260.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000331,2021/01/31,cust69,2021/ON  000653,2021-01-25,2024-03-28,S557,Rotating Boom Lifts,Articulated Electric Boom Lifts,270.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000377,2021/01/31,cust09,2021/ON  000051,2021-01-07,2021-01-11,A205,Rent Outfitted,Rent Outfitted,486.0,ADS,4.0,GG,4.0,GG,1.0
2021,IT  000380,2021/01/31,cust123,2020/ON  007144,2020-10-08,2021-01-19,S593,Rotating Boom Lifts,Articulated Electric Boom Lifts,240.0,ADN,4.0,GG,4.0,GG,10.0
2021,IT  000382,2021/01/31,cust126,2020/ON  008571,2020-11-16,2021-01-15,CLI0944,Vertical Lifts,Diesel Vertical Lifts,220.0,ADN,4.0,GG,4.0,GG,11.0
2021,IT  000382,2021/01/31,cust126,2020/ON  008782,2020-11-20,2021-01-19,CLI0925,Telehandlers,Rotating Telehandlers,580.0,ADN,4.0,GG,4.0,GG,11.0
2021,IT  000386,2021/01/31,cust221,2021/ON  000708,2021-01-26,2021-03-08,S315,Rotating Boom Lifts,Articulated Electric Boom Lifts,340.0,ADN,4.0,GG,4.0,GG,1.0
2021,IA  000025,2021/01/27,cust446,2021/ON  000693,2021-01-27,2021-02-01,P103,Truck Mounted Platforms,Truck Mounted Articulated Platforms,780.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000551,2021/01/31,cust283,2021/ON  000694,2021-01-26,2021-02-03,P109,Truck Mounted Platforms,Truck Mounted Articulated Platforms,580.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000564,2021/01/31,cust15,2021/CC  000020,2021-01-14,2021-01-18,T126,Telehandlers,Rotating Telehandlers,576.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000570,2021/01/31,cust335,2020/ON  010081,2021-01-13,2021-01-18,S662,Machines with Operator,Machines with Operator,3600.0,ADN,4.0,GG,4.0,GG,1.0
2021,IA  000040,2021/02/09,cust447,2021/ON  001170,2021-02-09,2021-02-11,Z110,Various Equipment,Generator Equipment,189.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000587,2021/02/11,cust193,2021/ON  000785,2021-01-28,2021-02-05,CLI0927,Vertical Lifts,Electric Vertical Lifts,300.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000613,2021/02/11,cust07,2020/ON  009323,2020-11-17,2021-02-05,A177,Rent Vans,Rent Vans,160.0,ADS,4.0,GG,4.0,GG,11.0
2021,IT  000616,2021/02/11,cust61,2021/ON  000749,2021-01-27,2021-02-08,T91,Telehandlers,Rotating Telehandlers,600.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000628,2021/02/11,cust111,2020/ON  001531,2020-06-26,2021-02-08,S406,Rotating Boom Lifts,Articulated Diesel Boom Lifts,146.64,ADN,4.0,GG,4.0,GG,6.0
2021,IT  000651,2021/02/11,cust236,2021/ON  000496,2021-01-19,2021-02-08,S509,Vertical Lifts,Electric Vertical Lifts,180.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000673,2021/02/17,cust101,2021/ON  000999,2021-02-08,2021-02-15,T67,Telehandlers,Rotating Telehandlers,640.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000701,2021/02/17,cust209,2021/ON  000908,2021-02-02,2021-02-10,S423,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,480.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000702,2021/02/17,cust108,2021/ON  000717,2021-01-29,2021-02-10,CLI0925,Telehandlers,Rotating Telehandlers,600.0,ADN,4.0,GG,4.0,GG,1.0
2021,IT  000713,2021/02/17,cust448,2021/ON  000919,2021-02-02,2021-02-10,S576,Vertical Lifts,Electric Vertical Lifts,280.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000715,2021/02/17,cust199,2021/ON  001039,2021-02-08,2021-02-16,S344,Rotating Boom Lifts,Articulated Electric Boom Lifts,260.0,ADN,4.0,GG,4.0,GG,2.0
2021,IA  000043,2021/02/12,cust449,2021/ON  001256,2021-02-12,2021-02-17,P93,Truck Mounted Platforms,Truck Mounted Articulated Platforms,780.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000782,2021/02/24,cust69,2021/ON  001401,2021-02-16,2021-02-22,CLI1103,Rotating Boom Lifts,Articulated Diesel Boom Lifts,400.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000824,2021/02/26,cust108,2021/ON  001198,2021-02-17,2021-02-25,S291,Rotating Boom Lifts,Articulated Electric Boom Lifts,268.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000845,2021/02/28,cust03,2021/ON  001309,2021-02-15,2021-02-18,CLI1115,Rent Vans,Rent Vans,85.72,ADS,4.0,GG,4.0,GG,2.0
2021,IT  000876,2021/02/28,cust92,2021/ON  001151,2021-02-23,2021-03-01,S352,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000877,2021/02/28,cust92,2021/ON  001152,2021-02-23,2021-03-01,S429,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000878,2021/02/28,cust92,2021/ON  001222,2021-02-23,2021-03-01,S431,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000879,2021/02/28,cust92,2021/ON  001146,2021-02-23,2021-03-01,S432,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000880,2021/02/28,cust92,2021/ON  001223,2021-02-23,2021-03-01,S445,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000881,2021/02/28,cust92,2021/ON  001153,2021-02-23,2021-03-01,S475,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000882,2021/02/28,cust92,2021/ON  001154,2021-02-23,2021-03-01,S476,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000883,2021/02/28,cust92,2021/ON  001143,2021-02-23,2021-03-02,S483,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000884,2021/02/28,cust92,2021/ON  001373,2021-02-23,2021-03-01,S520,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000885,2021/02/28,cust92,2021/ON  001150,2021-02-23,2021-03-01,S575,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000887,2021/02/28,cust92,2021/ON  001155,2021-02-23,2021-03-02,S588,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000888,2021/02/28,cust92,2021/ON  001156,2021-02-23,2021-03-01,S590,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000889,2021/02/28,cust92,2021/ON  001144,2021-02-23,2021-03-01,S603,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000890,2021/02/28,cust92,2021/ON  001372,2021-02-23,2021-03-01,S604,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000891,2021/02/28,cust92,2021/ON  001374,2021-02-23,2021-03-01,S613,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000893,2021/02/28,cust243,2021/ON  001611,2021-02-23,2021-03-17,S505,Vertical Lifts,Electric Vertical Lifts,160.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000896,2021/02/28,cust417,2021/ON  001646,2021-02-23,2021-03-01,P106,Truck Mounted Platforms,Truck Mounted Articulated Platforms,510.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000923,2021/02/28,cust107,2021/ON  001567,2021-02-22,2021-02-26,S262,Rotating Boom Lifts,Articulated Diesel Boom Lifts,300.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000926,2021/02/28,cust108,2021/ON  001105,2021-02-17,2021-02-26,CLI1026,Telehandlers,Rotating Telehandlers,600.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  000937,2021/02/28,cust123,2020/ON  009055,2020-11-26,2021-02-18,CLI1068,Vertical Lifts,Diesel Vertical Lifts,160.0,ADN,4.0,GG,4.0,GG,11.0
2021,IT  001003,2021/02/28,cust14,2020/ON  006831,2020-09-29,2021-10-29,S290,Rotating Boom Lifts,Articulated Electric Boom Lifts,300.0,ADN,4.0,GG,4.0,GG,9.0
2021,IT  001069,2021/02/28,cust293,2021/ON  001432,2021-02-23,2021-03-05,CLI1103,Rotating Boom Lifts,Articulated Diesel Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001111,2021/02/28,cust115,2021/ON  001548,2021-02-23,2021-05-03,CLI1042,Vertical Lifts,,148.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001136,2021/02/28,cust61,2021/ON  001723,2021-02-25,2021-03-25,S392,Rotating Boom Lifts,Articulated Electric Boom Lifts,266.8,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001144,2021/02/28,cust188,2021/ON  000865,2021-02-23,2021-03-12,S674,Vertical Lifts,Diesel Vertical Lifts,380.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001145,2021/02/28,cust188,2021/ON  000592,2021-02-23,2021-03-16,S675,Vertical Lifts,Electric Vertical Lifts,380.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001157,2021/02/28,cust27,2021/CC  000156,2021-02-23,2021-03-04,P116,Truck Mounted Platforms,Truck Mounted Articulated Platforms,348.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001157,2021/02/28,cust27,2021/CC  000158,2021-02-23,2021-02-26,CLI1059,Truck Mounted Platforms,Truck Mounted Articulated Platforms,348.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001164,2021/02/28,cust335,2021/ON  000594,2021-02-03,2021-02-08,S662,Machines with Operator,Machines with Operator,3600.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001163,2021/02/28,cust15,2021/CC  000083,2021-02-01,2021-02-04,S166,Rotating Boom Lifts,Articulated Diesel Boom Lifts,312.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001200,2021/03/09,cust397,2021/ON  001489,2021-03-02,2021-03-05,S671,Rotating Boom Lifts,Spider Boom Lifts,960.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001211,2021/03/10,cust247,2021/ON  001655,2021-03-01,2021-03-08,T59,Telehandlers,Rotating Telehandlers,520.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001216,2021/03/10,cust19,2021/ON  001706,2021-02-25,2021-03-05,T68,Telehandlers,Rotating Telehandlers,500.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001223,2021/03/10,cust110,2021/ON  001869,2021-03-01,2021-03-04,P110,Truck Mounted Platforms,Truck Mounted Articulated Platforms,420.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001263,2021/03/11,cust121,2020/ON  002719,2020-05-13,2021-03-08,S657,Vertical Lifts,Electric Vertical Lifts,125.0,ADN,4.0,GG,4.0,GG,5.0
2021,IT  001277,2021/03/12,cust45,2021/ON  001880,2021-03-03,2021-03-10,S633,Rotating Boom Lifts,Articulated Electric Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001286,2021/03/12,cust19,2021/ON  001708,2021-02-25,2021-03-04,S332,Rotating Boom Lifts,Articulated Diesel Boom Lifts,340.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001290,2021/03/12,cust10,2021/ON  001571,2021-02-20,2021-03-05,CLI1119,Rent Vans,Rent Vans,53.32,ADS,4.0,GG,4.0,GG,2.0
2021,IT  001295,2021/03/12,cust199,2021/ON  001747,2021-02-26,2021-03-09,S201,Rotating Boom Lifts,Articulated Electric Boom Lifts,240.0,ADN,4.0,GG,4.0,GG,2.0
2021,IT  001297,2021/03/12,cust295,2021/ON  001872,2021-03-02,2021-03-10,S287,Rotating Boom Lifts,Articulated Electric Boom Lifts,360.0,ADN,4.0,GG,4.0,GG,3.0
2021,PA  000011,2021/03/16,cust127,2021/ON  002276,2021-03-09,2021-03-13,P125,Truck Mounted Platforms,Truck Mounted Articulated Platforms,595.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001340,2021/03/16,cust188,2021/ON  002020,2021-03-09,2021-03-15,S630,Rotating Boom Lifts,Articulated Electric Boom Lifts,300.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001372,2021/03/17,cust167,2021/ON  002091,2021-03-10,2021-03-16,CLI1067,Rotating Boom Lifts,Articulated Electric Boom Lifts,280.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001382,2021/03/18,cust35,2021/ON  001395,2021-02-22,2021-03-04,P123,Truck Mounted Platforms,Truck Mounted Articulated Platforms,269.56,ADN,4.0,GG,4.0,GG,2.0
2021,IA  000073,2021/03/15,cust450,2021/ON  002032,2021-03-15,2021-03-17,P118,Truck Mounted Platforms,Truck Mounted Articulated Platforms,580.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001396,2021/03/18,cust118,2021/ON  001870,2021-03-02,2021-03-10,CLI0967,Vertical Lifts,Electric Vertical Lifts,240.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001398,2021/03/18,cust209,2021/ON  002115,2021-03-10,2021-03-17,S391,Rotating Boom Lifts,Telescopic Diesel Boom Lifts,480.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001438,2021/03/24,cust349,2021/ON  002295,2021-03-17,2021-03-23,P103,Truck Mounted Platforms,Truck Mounted Articulated Platforms,720.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001451,2021/03/24,cust58,2021/ON  002163,2021-03-15,2021-03-23,T107,Telehandlers,Rotating Telehandlers,600.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001454,2021/03/24,cust150,2021/ON  002099,2021-03-15,2021-03-23,CLI1103,Rotating Boom Lifts,Articulated Diesel Boom Lifts,260.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001493,2021/03/29,cust110,2021/ON  002147,2021-03-12,2021-03-19,A212,Rent Outfitted,Rent Outfitted,336.0,ADS,4.0,GG,4.0,GG,3.0
2021,IT  001530,2021/03/30,cust451,2021/ON  002383,2021-03-22,2021-03-25,P112,Truck Mounted Platforms,Truck Mounted Telescopic Platforms,640.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001546,2021/03/30,cust295,2021/ON  002195,2021-03-18,2021-03-30,S633,Rotating Boom Lifts,Articulated Electric Boom Lifts,360.0,ADN,4.0,GG,4.0,GG,3.0
2021,IT  001547,2021/03/30,cust224,2021/ON  002207,2021-03-18,2021-03-25,S351,Vertical Lifts,Electric Vertical Lifts,220.0,ADN,4.0,GG,4.0,GG,3.0
